,ngram,NEG,NEUT,POS
3192,되다,1,0,0
3193,보잘것없이,1,0,0
3194,작다,1,0,0
3195,복잡하거나,1,0,0
3196,엄격하여,1,0,0
3197,복통을,1,0,0
3198,복통을,1,0,0
3199,일으키는,1,0,0
3200,볼것이,1,0,0
3201,없다,1,0,0
3202,볼쌍사납게,1,0,0
3203,볼썽사납게,1,0,0
3204,볼품없이,1,0,0
3205,볼품없이,1,0,0
3206,된,1,0,0
3207,볼품없이,1,0,0
3208,떠는,1,0,0
3209,볼품없이,1,0,0
3210,떨다,1,0,0
3211,볼품없이,1,0,0
3212,흐트러지고,1,0,0
3213,볼품이,1,0,0
3214,없거나,1,0,0
3215,봉변,1,0,0
3216,봉변을,1,0,0
3217,당하거나,1,0,0
3218,부담,1,0,0
3219,부담스러운,1,0,0
3220,부담스럽다,1,0,0
3221,부당하거나,1,0,0
3222,부당하게,1,0,0
3223,부당하게,1,0,0
3224,가로채어,1,0,0
3225,부도덕,1,0,0
3226,부러지다,1,0,0
3227,부상,1,0,0
3228,부서지다,1,0,0
3229,부위가,1,0,0
3230,아프면서,1,0,0
3231,부인하다,1,0,0
3232,부자연스러움,1,0,0
3233,부자연스럽다,1,0,0
3234,부작용,1,0,0
3235,부작용이,1,0,0
3236,부작용이,1,0,0
3237,나타나기도,1,0,0
3238,부적격,1,0,0
3239,부적절하다,1,0,0
3240,부정어와,1,0,0
3241,부정어와,1,0,0
3242,함께,1,0,0
3243,부정을,1,0,0
3244,부정을,1,0,0
3245,나타내는,1,0,0
3246,부정이나,1,0,0
3247,부정이나,1,0,0
3248,금지하는,1,0,0
3249,부정이나,1,0,0
3250,비리를,1,0,0
3251,부정적,1,0,0
3252,부정적,1,0,0
3253,감정,1,0,0
3254,부정적인,1,0,0
3255,부정적인,1,0,0
3256,내용이,1,0,0
3257,부정적인,1,0,0
3258,뜻을,1,0,0
3259,부정적인,1,0,0
3260,말과,1,0,0
3261,부정적인,1,0,0
3262,일을,1,0,0
3263,부정적인,1,0,0
3264,표현과,1,0,0
3265,부정직,1,0,0
3266,부정하거나,1,0,0
3267,부정하거나,1,0,0
3268,금지하려,1,0,0
3269,부정하는,1,0,0
3270,부정하는,1,0,0
3271,뜻을,1,0,0
3272,부정하는,1,0,0
3273,모양을,1,0,0
3274,부정하다,1,0,0
3275,부정하며,1,0,0
3276,부정하며,1,0,0
3277,핀잔을,1,0,0
3278,부정하여,1,0,0
3279,부정하여,1,0,0
3280,대답할,1,0,0
3281,부조리,1,0,0
3282,부조화,1,0,0
3283,부족한,1,0,0
3284,부진,1,0,0
3285,부진하다,1,0,0
3286,부질없다,1,0,0
3287,부질없이,1,0,0
3288,분간이,1,0,0
3289,안,1,0,0
3290,되는,1,0,0
3291,분간하기,1,0,0
3292,어려운,1,0,0
3293,분간하기,1,0,0
3294,어렵다,1,0,0
3295,분개하다,1,0,0
3296,분개하여,1,0,0
3297,분개하여,1,0,0
3298,몹시,1,0,0
3299,분개할,1,0,0
3300,분개할,1,0,0
3301,때,1,0,0
3302,분격,1,0,0
3303,분격하다,1,0,0
3304,분나,1,0,0
3305,분나하다,1,0,0
3306,분노,1,0,0
3307,분노,1,0,0
3308,따위의,1,0,0
3309,분노나,1,0,0
3310,분노나,1,0,0
3311,불만,1,0,0
3312,분노하다,1,0,0
3313,분노함,1,0,0
3314,분수,1,0,0
3315,없이,1,0,0
3316,분수를,1,0,0
3317,모르고,1,0,0
3318,분수없이,1,0,0
3319,분수없이,1,0,0
3320,허황한,1,0,0
3321,분수에,1,0,0
3322,넘치게,1,0,0
3323,분수에,1,0,0
3324,넘치는,1,0,0
3325,짓을,1,0,0
3326,분수에,1,0,0
3327,맞지,1,0,0
3328,아니하게,1,0,0
3329,분수에,1,0,0
3330,맞지,1,0,0
3331,않게,1,0,0
3332,분에,1,0,0
3333,분에하다,1,0,0
3334,분이나,1,0,0
3335,분탄하다,1,0,0
3336,분탕,1,0,0
3337,분탕질,1,0,0
3338,분통,1,0,0
3339,분통스럽다,1,0,0
3340,분풀이,1,0,0
3341,분하거나,1,0,0
3342,분하게,1,0,0
3343,분하게,1,0,0
3344,여겨,1,0,0
3345,분하게,1,0,0
3346,여김,1,0,0
3347,분하고,1,0,0
3348,분하고,1,0,0
3349,노여운,1,0,0
3350,분하고,1,0,0
3351,답답하다,1,0,0
3352,분하고,1,0,0
3353,억울하다,1,0,0
3354,분하고,1,0,0
3355,억울함,1,0,0
3356,분하고,1,0,0
3357,원통한,1,0,0
3358,분하고,1,0,0
3359,화가,1,0,0
3360,분하다,1,0,0
3361,분하여,1,0,0
3362,분하여,1,0,0
3363,마음이,1,0,0
3364,분한,1,0,0
3365,분한,1,0,0
3366,마음,1,0,0
3367,분한,1,0,0
3368,마음이,1,0,0
3369,분한,1,0,0
3370,상태이다,1,0,0
3371,분한,1,0,0
3372,일을,1,0,0
3373,분함,1,0,0
3374,분함,1,0,0
3375,또는,1,0,0
3376,불건전,1,0,0
3377,불건전한,1,0,0
3378,불결하다,1,0,0
3379,불결한,1,0,0
3380,불결한,1,0,0
3381,성관계로,1,0,0
3382,불결한,1,0,0
3383,음식,1,0,0
3384,불결한,1,0,0
3385,음식을,1,0,0
3386,불경기,1,0,0
3387,불균형,1,0,0
3388,불길하거나,1,0,0
3389,불길하다,1,0,0
3390,불길한,1,0,0
3391,불길한,1,0,0
3392,꿈,1,0,0
3393,불끈,1,0,0
3394,성을,1,0,0
3395,불끈,1,0,0
3396,화가,1,0,0
3397,불량,1,0,0
3398,불량,1,0,0
3399,행위를,1,0,0
3400,불량배가,1,0,0
3401,불량자가,1,0,0
3402,불량자가,1,0,0
3403,되게,1,0,0
3404,불량하다,1,0,0
3405,불량한,1,0,0
3406,불량한,1,0,0
3407,무리들이,1,0,0
3408,불량한,1,0,0
3409,짓을,1,0,0
3410,불량화소,1,0,0
3411,불리한,1,0,0
3412,불만,1,0,0
3413,불만,1,0,0
3414,따위를,1,0,0
3415,불만감,1,0,0
3416,불만스러운,1,0,0
3417,불만스러운,1,0,0
3418,느낌이,1,0,0
3419,불만스럽거나,1,0,0
3420,불만스럽게,1,0,0
3421,불만스럽게,1,0,0
3422,말하는,1,0,0
3423,불만스럽게,1,0,0
3424,말하다,1,0,0
3425,불만스럽다,1,0,0
3426,불만스레,1,0,0
3427,불만으로,1,0,0
3428,불만을,1,0,0
3429,불만이,1,0,0
3430,불만이,1,0,0
3431,있어,1,0,0
3432,불만족,1,0,0
3433,불만족스러운,1,0,0
3434,불만족스럽다,1,0,0
3435,불만족스레,1,0,0
3436,불만족하다,1,0,0
3437,불만투성이,1,0,0
3438,불만하다,1,0,0
3439,불면증,1,0,0
3440,불명예,1,0,0
3441,불법,1,0,0
3442,불법,1,0,0
3443,체류,1,0,0
3444,불법,1,0,0
3445,행위,1,0,0
3446,불법으로,1,0,0
3447,불법으로,1,0,0
3448,쳐들어가거나,1,0,0
3449,불법이다,1,0,0
3450,불법적으로,1,0,0
3451,불법적으로,1,0,0
3452,가져감으로써,1,0,0
3453,불법체류,1,0,0
3454,불신,1,0,0
3455,불신,1,0,0
3456,따위를,1,0,0
3457,불신의,1,0,0
3458,불쌍하게,1,0,0
3459,불쌍하고,1,0,0
3460,불쌍하고,1,0,0
3461,가련하게,1,0,0
3462,불쌍하고,1,0,0
3463,가련한,1,0,0
3464,불쌍하다,1,0,0
3465,불쌍하여,1,0,0
3466,불쌍하여,1,0,0
3467,마음이,1,0,0
3468,불쌍하여,1,0,0
3469,슬픈,1,0,0
3470,불쌍한,1,0,0
3471,불쌍한,1,0,0
3472,데가,1,0,0
3473,불쌍한,1,0,0
3474,일을,1,0,0
3475,불쌍함,1,0,0
3476,불쌍히,1,0,0
3477,불쌍히,1,0,0
3478,여기고,1,0,0
3479,불쌍히,1,0,0
3480,여기는,1,0,0
3481,불쌍히,1,0,0
3482,여긴다는,1,0,0
3483,불안,1,0,0
3484,불안,1,0,0
3485,초조,1,0,0
3486,불안감,1,0,0
3487,불안스럽다,1,0,0
3488,불안전성,1,0,0
3489,불안정하게,1,0,0
3490,불안정한,1,0,0
3491,불안하게,1,0,0
3492,불안하게,1,0,0
3493,걷는,1,0,0
3494,불안하게,1,0,0
3495,걷다,1,0,0
3496,불안하게,1,0,0
3497,되다,1,0,0
3498,불안하다,1,0,0
3499,불안하여,1,0,0
3500,불안하여,1,0,0
3501,어찌할,1,0,0
3502,불안한,1,0,0
3503,불안한,1,0,0
3504,마음으로,1,0,0
3505,불안한,1,0,0
3506,모양,1,0,0
3507,불안한,1,0,0
3508,상태에,1,0,0
3509,불안한,1,0,0
3510,증상,1,0,0
3511,불안해하는,1,0,0
3512,불안해하는,1,0,0
3513,증상,1,0,0
3514,불안히,1,0,0
3515,불에,1,0,0
3516,닿은,1,0,0
3517,불충분,1,0,0
3518,불충분하거나,1,0,0
3519,불충분하다,1,0,0
3520,불충분한,1,0,0
3521,불치병,1,0,0
3522,불쾌감,1,0,0
3523,불쾌감이,1,0,0
3524,불쾌감이,1,0,0
3525,있으며,1,0,0
3526,불쾌스럽다,1,0,0
3527,불쾌스레,1,0,0
3528,불쾌하게,1,0,0
3529,불쾌하게,1,0,0
3530,여기다,1,0,0
3531,불쾌하다,1,0,0
3532,불쾌하다고,1,0,0
3533,불쾌하다고,1,0,0
3534,생각되는,1,0,0
3535,불쾌한,1,0,0
3536,불쾌한,1,0,0
3537,느낌이,1,0,0
3538,불쾌한,1,0,0
3539,말로,1,0,0
3540,불쾌한,1,0,0
3541,정서적,1,0,0
3542,불쾌히,1,0,0
3543,불편,1,0,0
3544,불편리,1,0,0
3545,불편리하다,1,0,0
3546,불편스럽다,1,0,0
3547,불편스레,1,0,0
3548,불편하거나,1,0,0
3549,불편하게,1,0,0
3550,불편하고,1,0,0
3551,불편하고,1,0,0
3552,우울하다,1,0,0
3553,불편하다,1,0,0
3554,불편하며,1,0,0
3555,불편하여,1,0,0
3556,불편한,1,0,0
3557,불편한,1,0,0
3558,모양,1,0,0
3559,불편할,1,0,0
3560,불편할,1,0,0
3561,정도로,1,0,0
3562,불편함,1,0,0
3563,불평,1,0,0
3564,불평,1,0,0
3565,따위를,1,0,0
3566,불평등,1,0,0
3567,불평등하다,1,0,0
3568,불평스러워,1,0,0
3569,불평스럽게,1,0,0
3570,불평스럽게,1,0,0
3571,말하다,1,0,0
3572,불평스럽게,1,0,0
3573,토달거리는,1,0,0
3574,불평스럽게,1,0,0
3575,투덜거리는,1,0,0
3576,불평스럽게,1,0,0
3577,투덜거리다,1,0,0
3578,불평을,1,0,0
3579,불평을,1,0,0
3580,가지고,1,0,0
3581,불평을,1,0,0
3582,늘어놓는,1,0,0
3583,불평을,1,0,0
3584,늘어놓다,1,0,0
3585,불평을,1,0,0
3586,늘어놓은,1,0,0
3587,불평을,1,0,0
3588,부리는,1,0,0
3589,불평을,1,0,0
3590,부리다,1,0,0
3591,불평을,1,0,0
3592,부리며,1,0,0
3593,불평을,1,0,0
3594,품고,1,0,0
3595,불평을,1,0,0
3596,품은,1,0,0
3597,불평을,1,0,0
3598,하는,1,0,0
3599,불평을,1,0,0
3600,하다,1,0,0
3601,불평을,1,0,0
3602,하며,1,0,0
3603,불평이나,1,0,0
3604,불평조의,1,0,0
3605,불평조의,1,0,0
3606,군소리를,1,0,0
3607,불평판,1,0,0
3608,불평하는,1,0,0
3609,불평하는,1,0,0
3610,모양,1,0,0
3611,불평하다,1,0,0
3612,불합격한,1,0,0
3613,불합격한,1,0,0
3614,불량품,1,0,0
3615,불합리,1,0,0
3616,불행을,1,0,0
3617,불행하거나,1,0,0
3618,불행하거나,1,0,0
3619,재수가,1,0,0
3620,불행하게,1,0,0
3621,불행하게,1,0,0
3622,죽다,1,0,0
3623,불행하다,1,0,0
3624,불행한,1,0,0
3625,불행한,1,0,0
3626,일을,1,0,0
3627,불협화음,1,0,0
3628,불화,1,0,0
3629,불황,1,0,0
3630,불효,1,0,0
3631,붓고,1,0,0
3632,아프며,1,0,0
3633,붙어,1,0,0
3634,싸우는,1,0,0
3635,비관적,1,0,0
3636,비관적인,1,0,0
3637,비굴하게,1,0,0
3638,비굴하게,1,0,0
3639,자꾸,1,0,0
3640,비굴하게,1,0,0
3641,행동하는,1,0,0
3642,비굴하게,1,0,0
3643,행동하다,1,0,0
3644,비굴하다,1,0,0
3645,비굴할,1,0,0
3646,비굴할,1,0,0
3647,정도로,1,0,0
3648,비극,1,0,0
3649,비꼬는,1,0,0
3650,비꼬는,1,0,0
3651,말,1,0,0
3652,비꼬는,1,0,0
3653,모양,1,0,0
3654,비꼬다,1,0,0
3655,비난,1,0,0
3656,비난,1,0,0
3657,따위를,1,0,0
3658,비난을,1,0,0
3659,비난을,1,0,0
3660,받다,1,0,0
3661,비난조로,1,0,0
3662,비난조로,1,0,0
3663,이르는,1,0,0
3664,비난조로,1,0,0
3665,이르던,1,0,0
3666,비난하는,1,0,0
3667,비난하는,1,0,0
3668,뜻으로,1,0,0
3669,비난하는,1,0,0
3670,사람,1,0,0
3671,비난하다,1,0,0
3672,비난하여,1,0,0
3673,비련,1,0,0
3674,비리를,1,0,0
3675,비리를,1,0,0
3676,저지르는,1,0,0
3677,비만,1,0,0
3678,비만,1,0,0
3679,환자,1,0,0
3680,비방과,1,0,0
3681,비속하게,1,0,0
3682,비속하게,1,0,0
3683,사물이,1,0,0
3684,비속하게,1,0,0
3685,이르는,1,0,0
3686,비싸다,1,0,0
3687,비싼,1,0,0
3688,비싼,1,0,0
3689,값으로,1,0,0
3690,비아냥거리다,1,0,0
3691,비아냥대다,1,0,0
3692,비아냥스럽다,1,0,0
3693,비아냥스레,1,0,0
3694,비아냥조,1,0,0
3695,비아냥하다,1,0,0
3696,비열하다,1,0,0
3697,비열한,1,0,0
3698,비웃거나,1,0,0
3699,빈정거릴,1,0,0
3700,비웃거나,1,0,0
3701,언짢거나,1,0,0
3702,비위,1,0,0
3703,상하게,1,0,0
3704,비위상하다,1,0,0
3705,비참,1,0,0
3706,비참하다,1,0,0
3707,비참한,1,0,0
3708,비참히,1,0,0
3709,비추천,1,0,0
3710,비탄,1,0,0
3711,비탄하다,1,0,0
3712,비통하다,1,0,0
3713,비합리적,1,0,0
3714,비현실,1,0,0
3715,비현실적,1,0,0
3716,비효율,1,0,0
3717,비효율적,1,0,0
3718,빈대,1,0,0
3719,빈정거리는,1,0,0
3720,빈정거리는,1,0,0
3721,모양,1,0,0
3722,빈정거리는,1,0,0
3723,태도로,1,0,0
3724,빈정거리다,1,0,0
3725,빈정거리며,1,0,0
3726,빈정거리며,1,0,0
3727,놀리는,1,0,0
3728,빈정거리며,1,0,0
3729,놀리다,1,0,0
3730,빈정거리며,1,0,0
3731,자꾸,1,0,0
3732,빈정거릴,1,0,0
3733,빈정거릴,1,0,0
3734,때,1,0,0
3735,빌빌대다,1,0,0
3736,빌빌하는,1,0,0
3737,빌빌하는,1,0,0
3738,모양,1,0,0
3739,빌빌하다,1,0,0
3740,빚,1,0,0
3741,빚을,1,0,0
3742,빚을,1,0,0
3743,짐,1,0,0
3744,빚지다,1,0,0
3745,빛을,1,0,0
3746,잃어,1,0,0
3747,빡도네,1,0,0
3748,빡돌다,1,0,0
3749,빡세네,1,0,0
3750,빡세다,1,0,0
3751,빡치네,1,0,0
3752,빡치다,1,0,0
3753,빤빤스럽게,1,0,0
3754,빤빤스럽게,1,0,0
3755,놀기만,1,0,0
3756,빤빤스럽고,1,0,0
3757,빤빤스럽고,1,0,0
3758,얄밉게,1,0,0
3759,빤빤하게,1,0,0
3760,빤빤하게,1,0,0
3761,생긴,1,0,0
3762,빼돌려,1,0,0
3763,빼돌려,1,0,0
3764,내다,1,0,0
3765,빼앗거나,1,0,0
3766,빼앗기,1,0,0
3767,빼앗기거나,1,0,0
3768,빼앗기고,1,0,0
3769,빼앗는,1,0,0
3770,빼앗는,1,0,0
3771,돈을,1,0,0
3772,빼앗는,1,0,0
3773,짓을,1,0,0
3774,빼앗다,1,0,0
3775,빼앗아,1,0,0
3776,빼앗아,1,0,0
3777,가지다,1,0,0
3778,빼앗아,1,0,0
3779,내다,1,0,0
3780,빼앗아,1,0,0
3781,버리다,1,0,0
3782,빼앗으려고,1,0,0
3783,빼앗으려고,1,0,0
3784,벼르다,1,0,0
3785,뺀질대다,1,0,0
3786,뻔뻔스러운,1,0,0
3787,뻔뻔스럽게,1,0,0
3788,뻔뻔스럽게,1,0,0
3789,놀기만,1,0,0
3790,뻔뻔스럽고,1,0,0
3791,뻔뻔하게,1,0,0
3792,뻔뻔하다,1,0,0
3793,뼈마디가,1,0,0
3794,아프며,1,0,0
3795,뼈마디가,1,0,0
3796,저리고,1,0,0
3797,삐딱거리다,1,0,0
3798,삐딱대다,1,0,0
3799,삐딱하다,1,0,0
3800,삐뚤거리다,1,0,0
3801,삐뚤대다,1,0,0
3802,삐뚤어져서,1,0,0
3803,삐뚤어져서,1,0,0
3804,가지런하지,1,0,0
3805,삐뚤어지다,1,0,0
3806,삐죽대다,1,0,0
3807,삐죽삐죽,1,0,0
3808,삐죽삐죽,1,0,0
3809,투박한,1,0,0
3810,삐죽이,1,0,0
3811,사고나다,1,0,0
3812,사고를,1,0,0
3813,당하여,1,0,0
3814,사납거나,1,0,0
3815,불길하다,1,0,0
3816,사납고,1,0,0
3817,무서운,1,0,0
3818,사람답지,1,0,0
3819,못함,1,0,0
3820,사람을,1,0,0
3821,낮잡아,1,0,0
3822,사람을,1,0,0
3823,내쫓아,1,0,0
3824,사람을,1,0,0
3825,몸져눕게,1,0,0
3826,사람을,1,0,0
3827,못살게,1,0,0
3828,사람을,1,0,0
3829,속이며,1,0,0
3830,사람을,1,0,0
3831,업신여기는,1,0,0
3832,사람을,1,0,0
3833,위협하거나,1,0,0
3834,사람을,1,0,0
3835,처벌하여,1,0,0
3836,사람의,1,0,0
3837,죽음을,1,0,0
3838,사람이,1,0,0
3839,병이나,1,0,0
3840,사람이,1,0,0
3841,죽어서,1,0,0
3842,사람이나,1,0,0
3843,짐승을,1,0,0
3844,죽이다,1,0,0
3845,사리에,1,0,0
3846,어긋나게,1,0,0
3847,사리에,1,0,0
3848,어두운,1,0,0
3849,사리에,1,0,0
3850,어두운,1,0,0
3851,사람,1,0,0
3852,사망하다,1,0,0
3853,사멸하는,1,0,0
3854,사멸하는,1,0,0
3855,것,1,0,0
3856,사무치게,1,0,0
3857,미워하는,1,0,0
3858,사무치게,1,0,0
3859,미워하다,1,0,0
3860,사무치게,1,0,0
3861,미워함,1,0,0
3862,사사로운,1,0,0
3863,분노,1,0,0
3864,사세난연,1,0,0
3865,사세난연하다,1,0,0
3866,사악하다,1,0,0
3867,사악한,1,0,0
3868,사악한,1,0,0
3869,모의,1,0,0
3870,사치스러운,1,0,0
3871,사형에,1,0,0
3872,사형에,1,0,0
3873,처하다,1,0,0
3874,사형에,1,0,0
3875,처함,1,0,0
3876,사형에,1,0,0
3877,처해지다,1,0,0
3878,사회가,1,0,0
3879,혼란스럽고,1,0,0
3880,삭막하다,1,0,0
3881,살기,1,0,0
3882,살기,1,0,0
3883,있고,1,0,0
3884,살기,1,0,0
3885,힘든,1,0,0
3886,살림이,1,0,0
3887,어렵고,1,0,0
3888,살인자,1,0,0
3889,살인죄,1,0,0
3890,살지,1,0,0
3891,못하고,1,0,0
3892,살해되다,1,0,0
3893,살해됨,1,0,0
3894,살해됨을,1,0,0
3895,살해하다,1,0,0
3896,상대를,1,0,0
3897,몰아붙이듯이,1,0,0
3898,상대편을,1,0,0
3899,위협하는,1,0,0
3900,상서롭지,1,0,0
3901,못한,1,0,0
3902,상스러운,1,0,0
3903,상스러운,1,0,0
3904,말,1,0,0
3905,상스러운,1,0,0
3906,말로,1,0,0
3907,상스럽고,1,0,0
3908,상스럽다,1,0,0
3909,상습범,1,0,0
3910,상심,1,0,0
3911,상심하다,1,0,0
3912,상처,1,0,0
3913,상처,1,0,0
3914,따위가,1,0,0
3915,상처가,1,0,0
3916,많아,1,0,0
3917,상처가,1,0,0
3918,생기고,1,0,0
3919,상처가,1,0,0
3920,쓰리고,1,0,0
3921,상처를,1,0,0
3922,상처를,1,0,0
3923,내다,1,0,0
3924,상처를,1,0,0
3925,내면,1,0,0
3926,상처를,1,0,0
3927,내어,1,0,0
3928,상처를,1,0,0
3929,입게,1,0,0
3930,상처를,1,0,0
3931,입다,1,0,0
3932,상처를,1,0,0
3933,입히다,1,0,0
3934,상처를,1,0,0
3935,입힘,1,0,0
3936,상처를,1,0,0
3937,입힘으로써,1,0,0
3938,상태가,1,0,0
3939,나쁘거나,1,0,0
3940,상태를,1,0,0
3941,부정하거나,1,0,0
3942,상태를,1,0,0
3943,부정하는,1,0,0
3944,상태를,1,0,0
3945,어지럽게,1,0,0
3946,상하거나,1,0,0
3947,상하게,1,0,0
3948,상하게,1,0,0
3949,되다,1,0,0
3950,상하게,1,0,0
3951,하거나,1,0,0
3952,상하게,1,0,0
3953,하다,1,0,0
3954,상하게,1,0,0
3955,하여,1,0,0
3956,상하고,1,0,0
3957,상하다,1,0,0
3958,상하여,1,0,0
3959,상한,1,0,0
3960,상한,1,0,0
3961,데가,1,0,0
3962,상함,1,0,0
3963,상해서,1,0,0
3964,상혼,1,0,0
3965,상혼하다,1,0,0
3966,샘하여,1,0,0
3967,미워하다,1,0,0
3968,생각이,1,0,0
3969,아득하다,1,0,0
3970,생기,1,0,0
3971,없이,1,0,0
3972,생기가,1,0,0
3973,없거나,1,0,0
3974,생기가,1,0,0
3975,없고,1,0,0
3976,생기가,1,0,0
3977,없는,1,0,0
3978,생기가,1,0,0
3979,없다,1,0,0
3980,생기가,1,0,0
3981,없어,1,0,0
3982,생기가,1,0,0
3983,없어져,1,0,0
3984,생기가,1,0,0
3985,없어지다,1,0,0
3986,생기가,1,0,0
3987,없이,1,0,0
3988,생활이,1,0,0
3989,곤궁하여,1,0,0
3990,서글퍼지다,1,0,0
3991,서글프다,1,0,0
3992,서글픔,1,0,0
3993,서글피,1,0,0
3994,서러운,1,0,0
3995,서러운,1,0,0
3996,마음,1,0,0
3997,서러움,1,0,0
3998,서러워하다,1,0,0
3999,서러이,1,0,0
4000,서럽게,1,0,0
4001,서럽게,1,0,0
4002,여기다,1,0,0
4003,서럽다,1,0,0
4004,서로,1,0,0
4005,거칠게,1,0,0
4006,서운감,1,0,0
4007,서운하거나,1,0,0
4008,서운하거나,1,0,0
4009,불만스럽게,1,0,0
4010,서운하게,1,0,0
4011,서운하게,1,0,0
4012,여기다,1,0,0
4013,서운하고,1,0,0
4014,서운하고,1,0,0
4015,아깝다,1,0,0
4016,서운하다,1,0,0
4017,서운한,1,0,0
4018,서운한,1,0,0
4019,느낌,1,0,0
4020,서운한,1,0,0
4021,느낌이,1,0,0
4022,서운한,1,0,0
4023,모양,1,0,0
4024,서운함,1,0,0
4025,서운히,1,0,0
4026,선뜻,1,0,0
4027,내키지,1,0,0
4028,않아,1,0,0
4029,설움,1,0,0
4030,설움에,1,0,0
4031,설움에,1,0,0
4032,겨워,1,0,0
4033,설움으로,1,0,0
4034,설움이,1,0,0
4035,설움이,1,0,0
4036,북받쳐,1,0,0
4037,섬뜩,1,0,0
4038,섬뜩섬뜩,1,0,0
4039,섬뜩섬뜩하다,1,0,0
4040,섬뜩하다,1,0,0
4041,섭섭이,1,0,0
4042,섭섭하거나,1,0,0
4043,불만스러운,1,0,0
4044,섭섭하거나,1,0,0
4045,불만스럽게,1,0,0
4046,섭섭하거나,1,0,0
4047,서운한,1,0,0
4048,섭섭하고,1,0,0
4049,언짢게,1,0,0
4050,섭섭하고,1,0,0
4051,언짢다,1,0,0
4052,성가시게,1,0,0
4053,성가시게,1,0,0
4054,구는,1,0,0
4055,성가시게,1,0,0
4056,굴다,1,0,0
4057,성가시게,1,0,0
4058,달라붙어,1,0,0
4059,성가시게,1,0,0
4060,달라붙어서,1,0,0
4061,성가시게,1,0,0
4062,하는,1,0,0
4063,성가시게,1,0,0
4064,하다,1,0,0
4065,성가시고,1,0,0
4066,성가시고,1,0,0
4067,귀찮게,1,0,0
4068,성가시고,1,0,0
4069,귀찮다,1,0,0
4070,성가시다,1,0,0
4071,성가시어,1,0,0
4072,성가실,1,0,0
4073,성가실,1,0,0
4074,정도로,1,0,0
4075,성격이,1,0,0
4076,사납고,1,0,0
4077,성나다,1,0,0
4078,성난,1,0,0
4079,성난,1,0,0
4080,빛이,1,0,0
4081,성난,1,0,0
4082,얼굴로,1,0,0
4083,성내다,1,0,0
4084,성내어,1,0,0
4085,성립되는,1,0,0
4086,죄,1,0,0
4087,성립하는,1,0,0
4088,범죄,1,0,0
4089,성미가,1,0,0
4090,매우,1,0,0
4091,느리고,1,0,0
4092,성미가,1,0,0
4093,매우,1,0,0
4094,무르고,1,0,0
4095,성을,1,0,0
4096,내거나,1,0,0
4097,성을,1,0,0
4098,내는,1,0,0
4099,성을,1,0,0
4100,내다,1,0,0
4101,성을,1,0,0
4102,내며,1,0,0
4103,성을,1,0,0
4104,내어,1,0,0
4105,성을,1,0,0
4106,냄,1,0,0
4107,성을,1,0,0
4108,왈칵,1,0,0
4109,성을,1,0,0
4110,잘,1,0,0
4111,내는,1,0,0
4112,성을내다,1,0,0
4113,성의,1,0,0
4114,없이,1,0,0
4115,성이,1,0,0
4116,나거나,1,0,0
4117,성이,1,0,0
4118,나다,1,0,0
4119,성이,1,0,0
4120,나서,1,0,0
4121,성이,1,0,0
4122,남,1,0,0
4123,성이나서,1,0,0
4124,성질나다,1,0,0
4125,성질내다,1,0,0
4126,성질부리다,1,0,0
4127,성질이,1,0,0
4128,거세고,1,0,0
4129,성질이,1,0,0
4130,거칠고,1,0,0
4131,성질이,1,0,0
4132,깐깐하여,1,0,0
4133,성질이,1,0,0
4134,깐작깐작하고,1,0,0
4135,성질이,1,0,0
4136,악하고,1,0,0
4137,성질이,1,0,0
4138,음흉한,1,0,0
4139,세력이,1,0,0
4140,없는,1,0,0
4141,세상을,1,0,0
4142,업신여기고,1,0,0
4143,세상의,1,0,0
4144,종말,1,0,0
4145,세상이,1,0,0
4146,망하는,1,0,0
4147,세속의,1,0,0
4148,때를,1,0,0
4149,세월만,1,0,0
4150,허비하는,1,0,0
4151,소동을,1,0,0
4152,일으키는,1,0,0
4153,소동을,1,0,0
4154,일으킴,1,0,0
4155,소란스러운,1,0,0
4156,소란스러운,1,0,0
4157,소리가,1,0,0
4158,소란스러운,1,0,0
4159,형세,1,0,0
4160,소란스러움,1,0,0
4161,소란스럽게,1,0,0
4162,소란스럽게,1,0,0
4163,떠드는,1,0,0
4164,소란스럽게,1,0,0
4165,이리저리,1,0,0
4166,소란스럽게,1,0,0
4167,지르는,1,0,0
4168,소란스럽다,1,0,0
4169,소란이,1,0,0
4170,소란이,1,0,0
4171,이는,1,0,0
4172,소란하게,1,0,0
4173,소란하게,1,0,0
4174,떠벌리는,1,0,0
4175,소란하게,1,0,0
4176,함,1,0,0
4177,소란하고,1,0,0
4178,소란해지거나,1,0,0
4179,소름,1,0,0
4180,소름끼치는,1,0,0
4181,소름이,1,0,0
4182,소름이,1,0,0
4183,끼치는,1,0,0
4184,소름이,1,0,0
4185,끼치다,1,0,0
4186,소름이,1,0,0
4187,끼치도록,1,0,0
4188,소름이,1,0,0
4189,끼칠,1,0,0
4190,소름이,1,0,0
4191,돋는,1,0,0
4192,소스라치게,1,0,0
4193,소외,1,0,0
4194,소외감,1,0,0
4195,소외되다,1,0,0
4196,소용없다,1,0,0
4197,소용없이,1,0,0
4198,소용이,1,0,0
4199,없음을,1,0,0
4200,소홀,1,0,0
4201,소홀하게,1,0,0
4202,소홀하다,1,0,0
4203,소홀히,1,0,0
4204,소홀히,1,0,0
4205,여겨,1,0,0
4206,소홀히,1,0,0
4207,하거나,1,0,0
4208,속되게,1,0,0
