,ngram,NEG,NEUT,POS
11457,소견이,1.0,0.0,0.0
11458,얕은,1.0,0.0,0.0
11459,소견이,1.0,0.0,0.0
11460,좁은,1.0,0.0,0.0
11461,소견이,1.0,0.0,0.0
11462,좁은,1.0,0.0,0.0
11463,사람을,1.0,0.0,0.0
11464,소고집,1.0,0.0,0.0
11465,소극적이다,1.0,0.0,0.0
11466,소란스럽고,1.0,0.0,0.0
11467,소리가,1.0,0.0,0.0
11468,요란하다,1.0,0.0,0.0
11469,소원하다,1.0,0.0,0.0
11470,소원한,1.0,0.0,0.0
11471,소원한,1.0,0.0,0.0
11472,모양,1.0,0.0,0.0
11473,소음,1.0,0.0,0.0
11474,소화,1.0,0.0,0.0
11475,불량,1.0,0.0,0.0
11476,소화가,1.0,0.0,0.0
11477,되지,1.0,0.0,0.0
11478,아니하면서,1.0,0.0,0.0
11479,소화되지,1.0,0.0,0.0
11480,못하고,1.0,0.0,0.0
11481,소화되지,1.0,0.0,0.0
11482,아니하고,1.0,0.0,0.0
11483,속병이,1.0,0.0,0.0
11484,속병이,1.0,0.0,0.0
11485,나서,1.0,0.0,0.0
11486,속아,1.0,0.0,0.0
11487,넘어가게,1.0,0.0,0.0
11488,속에,1.0,0.0,0.0
11489,거슬리게,1.0,0.0,0.0
11490,속에,1.0,0.0,0.0
11491,답답하게,1.0,0.0,0.0
11492,속에,1.0,0.0,0.0
11493,병이,1.0,0.0,0.0
11494,속여,1.0,0.0,0.0
11495,속여,1.0,0.0,0.0
11496,넘기게,1.0,0.0,0.0
11497,속여,1.0,0.0,0.0
11498,넘기는,1.0,0.0,0.0
11499,속여,1.0,0.0,0.0
11500,넘기다,1.0,0.0,0.0
11501,속으로는,1.0,0.0,0.0
11502,멀리하다,1.0,0.0,0.0
11503,속으로는,1.0,0.0,0.0
11504,엉큼한,1.0,0.0,0.0
11505,속이,1.0,0.0,0.0
11506,그득한,1.0,0.0,0.0
11507,속이,1.0,0.0,0.0
11508,깊지,1.0,0.0,0.0
11509,못하고,1.0,0.0,0.0
11510,속이,1.0,0.0,0.0
11511,깐깐하고,1.0,0.0,0.0
11512,속이,1.0,0.0,0.0
11513,답답하고,1.0,0.0,0.0
11514,속이,1.0,0.0,0.0
11515,빈,1.0,0.0,0.0
11516,속이,1.0,0.0,0.0
11517,쓰리고,1.0,0.0,0.0
11518,속이,1.0,0.0,0.0
11519,엉큼하고,1.0,0.0,0.0
11520,속이,1.0,0.0,0.0
11521,타,1.0,0.0,0.0
11522,속이,1.0,0.0,0.0
11523,타다,1.0,0.0,0.0
11524,속절없다,1.0,0.0,0.0
11525,속절없이,1.0,0.0,0.0
11526,손가락이,1.0,0.0,0.0
11527,없거나,1.0,0.0,0.0
11528,손발이,1.0,0.0,0.0
11529,굳어서,1.0,0.0,0.0
11530,손발이,1.0,0.0,0.0
11531,잘린,1.0,0.0,0.0
11532,손발이,1.0,0.0,0.0
11533,차며,1.0,0.0,0.0
11534,손부끄러이,1.0,0.0,0.0
11535,손부끄럽다,1.0,0.0,0.0
11536,손상되어,1.0,0.0,0.0
11537,손상을,1.0,0.0,0.0
11538,손상이나,1.0,0.0,0.0
11539,송구스럽거나,1.0,0.0,0.0
11540,부끄러워서,1.0,0.0,0.0
11541,쇠약감,1.0,0.0,0.0
11542,쇠약감,1.0,0.0,0.0
11543,따위가,1.0,0.0,0.0
11544,쇠약하다,1.0,0.0,0.0
11545,쇠약한,1.0,0.0,0.0
11546,지경을,1.0,0.0,0.0
11547,쇠약해지면서,1.0,0.0,0.0
11548,수군덕수군덕하다,1.0,0.0,0.0
11549,수꼴,1.0,0.0,0.0
11550,수두,1.0,0.0,0.0
11551,수막염,1.0,0.0,0.0
11552,수면,1.0,0.0,0.0
11553,부족,1.0,0.0,0.0
11554,수분이,1.0,0.0,0.0
11555,부족하거나,1.0,0.0,0.0
11556,수상쩍거나,1.0,0.0,0.0
11557,수선,1.0,0.0,0.0
11558,수선,1.0,0.0,0.0
11559,부리기를,1.0,0.0,0.0
11560,수선스러워,1.0,0.0,0.0
11561,수선스럽게,1.0,0.0,0.0
11562,수선스럽게,1.0,0.0,0.0
11563,뒤끓는,1.0,0.0,0.0
11564,수선스럽게,1.0,0.0,0.0
11565,뒤끓다,1.0,0.0,0.0
11566,수선스럽게,1.0,0.0,0.0
11567,들끓다,1.0,0.0,0.0
11568,수선스럽게,1.0,0.0,0.0
11569,움직이다,1.0,0.0,0.0
11570,수선스럽고,1.0,0.0,0.0
11571,수선스럽다,1.0,0.0,0.0
11572,수선을,1.0,0.0,0.0
11573,수선을,1.0,0.0,0.0
11574,부리다,1.0,0.0,0.0
11575,수준에,1.0,0.0,0.0
11576,미치지,1.0,0.0,0.0
11577,못한,1.0,0.0,0.0
11578,수준에,1.0,0.0,0.0
11579,미치지,1.0,0.0,0.0
11580,못함,1.0,0.0,0.0
11581,수치플,1.0,0.0,0.0
11582,술렁거리어,1.0,0.0,0.0
11583,술렁거리어,1.0,0.0,0.0
11584,뒤숭숭하게,1.0,0.0,0.0
11585,술렁거리어,1.0,0.0,0.0
11586,뒤숭숭하다,1.0,0.0,0.0
11587,술렁거리어,1.0,0.0,0.0
11588,뒤숭숭한,1.0,0.0,0.0
11589,술렁거리어,1.0,0.0,0.0
11590,뒤숭숭함,1.0,0.0,0.0
11591,숨,1.0,0.0,0.0
11592,쉬기,1.0,0.0,0.0
11593,어렵게,1.0,0.0,0.0
11594,숨결이,1.0,0.0,0.0
11595,밭고,1.0,0.0,0.0
11596,숨쉬기가,1.0,0.0,0.0
11597,힘들어지고,1.0,0.0,0.0
11598,숨어,1.0,0.0,0.0
11599,살거나,1.0,0.0,0.0
11600,숨이,1.0,0.0,0.0
11601,막히다,1.0,0.0,0.0
11602,숨이,1.0,0.0,0.0
11603,막힘,1.0,0.0,0.0
11604,숨이,1.0,0.0,0.0
11605,몹시,1.0,0.0,0.0
11606,차는,1.0,0.0,0.0
11607,숨이,1.0,0.0,0.0
11608,차거나,1.0,0.0,0.0
11609,숨이,1.0,0.0,0.0
11610,차다,1.0,0.0,0.0
11611,숫기가,1.0,0.0,0.0
11612,없어,1.0,0.0,0.0
11613,쉽게,1.0,0.0,0.0
11614,바스러질,1.0,0.0,0.0
11615,쉽게,1.0,0.0,0.0
11616,토라지는,1.0,0.0,0.0
11617,쉽지,1.0,0.0,0.0
11618,아니하다,1.0,0.0,0.0
11619,스러져,1.0,0.0,0.0
11620,가다,1.0,0.0,0.0
11621,스스러움을,1.0,0.0,0.0
11622,느끼어,1.0,0.0,0.0
11623,스스로,1.0,0.0,0.0
11624,부끄러워함,1.0,0.0,0.0
11625,스스로,1.0,0.0,0.0
11626,포기하고,1.0,0.0,0.0
11627,스스로를,1.0,0.0,0.0
11628,속인다는,1.0,0.0,0.0
11629,스포,1.0,0.0,0.0
11630,슬그머니,1.0,0.0,0.0
11631,훔쳐,1.0,0.0,0.0
11632,슬기롭지,1.0,0.0,0.0
11633,못하고,1.0,0.0,0.0
11634,슬쩍,1.0,0.0,0.0
11635,가지다,1.0,0.0,0.0
11636,슬쩍,1.0,0.0,0.0
11637,넘겨,1.0,0.0,0.0
11638,버리다,1.0,0.0,0.0
11639,슬쩍,1.0,0.0,0.0
11640,넘기다,1.0,0.0,0.0
11641,슴벅거리다,1.0,0.0,0.0
11642,습성,1.0,0.0,0.0
11643,기침,1.0,0.0,0.0
11644,습진,1.0,0.0,0.0
11645,시그럽다,1.0,0.0,0.0
11646,시근시근하다,1.0,0.0,0.0
11647,시기가,1.0,0.0,0.0
11648,아니다,1.0,0.0,0.0
11649,시기하고,1.0,0.0,0.0
11650,시기하는,1.0,0.0,0.0
11651,마음이,1.0,0.0,0.0
11652,시답지,1.0,0.0,0.0
11653,아니하여,1.0,0.0,0.0
11654,시련이,1.0,0.0,0.0
11655,시발비용,1.0,0.0,0.0
11656,시시하거나,1.0,0.0,0.0
11657,시시하는,1.0,0.0,0.0
11658,마음,1.0,0.0,0.0
11659,시원스럽게,1.0,0.0,0.0
11660,트이지,1.0,0.0,0.0
11661,못하고,1.0,0.0,0.0
11662,시원스럽게,1.0,0.0,0.0
11663,하지,1.0,0.0,0.0
11664,못하고,1.0,0.0,0.0
11665,시원스럽게,1.0,0.0,0.0
11666,하지,1.0,0.0,0.0
11667,아니하고,1.0,0.0,0.0
11668,시원스럽지,1.0,0.0,0.0
11669,못하고,1.0,0.0,0.0
11670,시원스럽지,1.0,0.0,0.0
11671,아니하게,1.0,0.0,0.0
11672,시원하지,1.0,0.0,0.0
11673,못하다,1.0,0.0,0.0
11674,시원하지,1.0,0.0,0.0
11675,아니하고,1.0,0.0,0.0
11676,시원하지,1.0,0.0,0.0
11677,않다,1.0,0.0,0.0
11678,시일이,1.0,0.0,0.0
11679,늦어지는,1.0,0.0,0.0
11680,시일이,1.0,0.0,0.0
11681,늦어지다,1.0,0.0,0.0
11682,시장하거나,1.0,0.0,0.0
11683,시장하거나,1.0,0.0,0.0
11684,과음하거나,1.0,0.0,0.0
11685,시장한,1.0,0.0,0.0
11686,느낌이,1.0,0.0,0.0
11687,시치미를,1.0,0.0,0.0
11688,시치미를,1.0,0.0,0.0
11689,떼는,1.0,0.0,0.0
11690,시큰거리고,1.0,0.0,0.0
11691,시큰둥하다,1.0,0.0,0.0
11692,시큰둥한,1.0,0.0,0.0
11693,시큰둥한,1.0,0.0,0.0
11694,모양,1.0,0.0,0.0
11695,시큰둥한,1.0,0.0,0.0
11696,체하는,1.0,0.0,0.0
11697,식량이,1.0,0.0,0.0
11698,없어,1.0,0.0,0.0
11699,식상,1.0,0.0,0.0
11700,식상하다,1.0,0.0,0.0
11701,식욕,1.0,0.0,0.0
11702,부진,1.0,0.0,0.0
11703,식욕,1.0,0.0,0.0
11704,부진증,1.0,0.0,0.0
11705,식욕이,1.0,0.0,0.0
11706,없어지며,1.0,0.0,0.0
11707,식욕이,1.0,0.0,0.0
11708,없으며,1.0,0.0,0.0
11709,식중독,1.0,0.0,0.0
11710,신경증,1.0,0.0,0.0
11711,신경질,1.0,0.0,0.0
11712,신경질을,1.0,0.0,0.0
11713,잘,1.0,0.0,0.0
11714,신경질쟁이,1.0,0.0,0.0
11715,신경질적,1.0,0.0,0.0
11716,신경질적으로,1.0,0.0,0.0
11717,신경질적인,1.0,0.0,0.0
11718,신뢰할,1.0,0.0,0.0
11719,수,1.0,0.0,0.0
11720,없는,1.0,0.0,0.0
11721,신물,1.0,0.0,0.0
11722,신분을,1.0,0.0,0.0
11723,낮추어서,1.0,0.0,0.0
11724,신분이,1.0,0.0,0.0
11725,낮은,1.0,0.0,0.0
11726,신선하지,1.0,0.0,0.0
11727,못하고,1.0,0.0,0.0
11728,신중하지,1.0,0.0,0.0
11729,못하고,1.0,0.0,0.0
11730,신통하지,1.0,0.0,0.0
11731,않은,1.0,0.0,0.0
11732,실랑이를,1.0,0.0,0.0
11733,실랑이를,1.0,0.0,0.0
11734,하는,1.0,0.0,0.0
11735,실수,1.0,0.0,0.0
11736,실수가,1.0,0.0,0.0
11737,실수나,1.0,0.0,0.0
11738,실수나,1.0,0.0,0.0
11739,부주의,1.0,0.0,0.0
11740,실수를,1.0,0.0,0.0
11741,실수를,1.0,0.0,0.0
11742,저지름,1.0,0.0,0.0
11743,실제보다,1.0,0.0,0.0
11744,낮추어,1.0,0.0,0.0
11745,실행하지,1.0,0.0,0.0
11746,아니함,1.0,0.0,0.0
11747,심신,1.0,0.0,0.0
11748,미약,1.0,0.0,0.0
11749,심신,1.0,0.0,0.0
11750,박약,1.0,0.0,0.0
11751,심심하고,1.0,0.0,0.0
11752,심장,1.0,0.0,0.0
11753,마비,1.0,0.0,0.0
11754,싱거운,1.0,0.0,0.0
11755,싱거운,1.0,0.0,0.0
11756,데가,1.0,0.0,0.0
11757,싱거운,1.0,0.0,0.0
11758,사람을,1.0,0.0,0.0
11759,싱겁게,1.0,0.0,0.0
11760,싱겁다,1.0,0.0,0.0
11761,싶지,1.0,0.0,0.0
11762,아니한,1.0,0.0,0.0
11763,싶지,1.0,0.0,0.0
11764,않았던,1.0,0.0,0.0
11765,ㅆㅂ,1.0,0.0,0.0
11766,싸늘한,1.0,0.0,0.0
11767,싸늘한,1.0,0.0,0.0
11768,느낌,1.0,0.0,0.0
11769,싸늘한,1.0,0.0,0.0
11770,느낌이,1.0,0.0,0.0
11771,싸움,1.0,0.0,0.0
11772,쌀쌀맞고,1.0,0.0,0.0
11773,쌀쌀맞다,1.0,0.0,0.0
11774,쌀쌀한,1.0,0.0,0.0
11775,쌀쌀한,1.0,0.0,0.0
11776,데가,1.0,0.0,0.0
11777,쌓엿던,1.0,0.0,0.0
11778,먼지,1.0,0.0,0.0
11779,썩소,1.0,0.0,0.0
11780,썰렁한,1.0,0.0,0.0
11781,썰렁한,1.0,0.0,0.0
11782,모양,1.0,0.0,0.0
11783,쑤시고,1.0,0.0,0.0
11784,쑤시는,1.0,0.0,0.0
11785,쑤시는,1.0,0.0,0.0
11786,것같이,1.0,0.0,0.0
11787,쑤시는,1.0,0.0,0.0
11788,것처럼,1.0,0.0,0.0
11789,쑤시는,1.0,0.0,0.0
11790,모양,1.0,0.0,0.0
11791,쑤시는,1.0,0.0,0.0
11792,짓을,1.0,0.0,0.0
11793,쑤시다,1.0,0.0,0.0
11794,쑤시듯이,1.0,0.0,0.0
11795,쑤시며,1.0,0.0,0.0
11796,쑥스럽거나,1.0,0.0,0.0
11797,미안하여,1.0,0.0,0.0
11798,쑥스럽다,1.0,0.0,0.0
11799,쓰지,1.0,0.0,0.0
11800,못하게,1.0,0.0,0.0
11801,쓴,1.0,0.0,0.0
11802,쓴,1.0,0.0,0.0
11803,맛이,1.0,0.0,0.0
11804,쓸데없이,1.0,0.0,0.0
11805,나돌아,1.0,0.0,0.0
11806,쓸모없고,1.0,0.0,0.0
11807,쓸모없고,1.0,0.0,0.0
11808,하찮은,1.0,0.0,0.0
11809,씀벅대다,1.0,0.0,0.0
11810,씁쓰레,1.0,0.0,0.0
11811,씁쓰레하게,1.0,0.0,0.0
11812,씁쓰레하다,1.0,0.0,0.0
11813,씁쓰름하다,1.0,0.0,0.0
11814,씁씁하다,1.0,0.0,0.0
11815,씹다,1.0,0.0,0.0
11816,씹히는,1.0,0.0,0.0
11817,씹히는,1.0,0.0,0.0
11818,모양,1.0,0.0,0.0
11819,ㅇㄴ,1.0,0.0,0.0
11820,아까움,1.0,0.0,0.0
11821,아까워서,1.0,0.0,0.0
11822,아까워하다,1.0,0.0,0.0
11823,아깝게,1.0,0.0,0.0
11824,아깝게,1.0,0.0,0.0
11825,생각하다,1.0,0.0,0.0
11826,아깝다,1.0,0.0,0.0
11827,아는,1.0,0.0,0.0
11828,것이,1.0,0.0,0.0
11829,없음,1.0,0.0,0.0
11830,아득하다,1.0,0.0,0.0
11831,아랫배가,1.0,0.0,0.0
11832,아픈,1.0,0.0,0.0
11833,아르엔에이,1.0,0.0,0.0
11834,바이러스,1.0,0.0,0.0
11835,아름답지,1.0,0.0,0.0
11836,못하고,1.0,0.0,0.0
11837,아무,1.0,0.0,0.0
11838,성과도,1.0,0.0,0.0
11839,아무것도,1.0,0.0,0.0
11840,모르면서,1.0,0.0,0.0
11841,아무렇게나,1.0,0.0,0.0
11842,아무에게나,1.0,0.0,0.0
11843,함부로,1.0,0.0,0.0
11844,아물아물,1.0,0.0,0.0
11845,아물아물,1.0,0.0,0.0
11846,돌리는,1.0,0.0,0.0
11847,아물아물,1.0,0.0,0.0
11848,돌리다,1.0,0.0,0.0
11849,아수록하다,1.0,0.0,0.0
11850,아쉬움,1.0,0.0,0.0
11851,아쉬워하는,1.0,0.0,0.0
11852,아쉬워하는,1.0,0.0,0.0
11853,마음,1.0,0.0,0.0
11854,아쉬워하다,1.0,0.0,0.0
11855,아쉽거나,1.0,0.0,0.0
11856,아쉽거나,1.0,0.0,0.0
11857,섭섭한,1.0,0.0,0.0
11858,아쉽다,1.0,0.0,0.0
11859,아슬아슬하고,1.0,0.0,0.0
11860,아슬아슬하고,1.0,0.0,0.0
11861,위험한,1.0,0.0,0.0
11862,아오안,1.0,0.0,0.0
11863,아웃,1.0,0.0,0.0
11864,오브,1.0,0.0,0.0
11865,안중,1.0,0.0,0.0
11866,아찔하다,1.0,0.0,0.0
11867,아찔하여지다,1.0,0.0,0.0
11868,아첨을,1.0,0.0,0.0
11869,아첨을,1.0,0.0,0.0
11870,떠는,1.0,0.0,0.0
11871,아첨을,1.0,0.0,0.0
11872,떨다,1.0,0.0,0.0
11873,아첨을,1.0,0.0,0.0
11874,하며,1.0,0.0,0.0
11875,아첨하고,1.0,0.0,0.0
11876,아첨하는,1.0,0.0,0.0
11877,아첨하는,1.0,0.0,0.0
11878,데가,1.0,0.0,0.0
11879,아첨하는,1.0,0.0,0.0
11880,모양,1.0,0.0,0.0
11881,아첨하다,1.0,0.0,0.0
11882,아첨하여,1.0,0.0,0.0
11883,아첨하여,1.0,0.0,0.0
11884,따르고,1.0,0.0,0.0
11885,아첨함을,1.0,0.0,0.0
11886,악당,1.0,0.0,0.0
11887,악마에,1.0,0.0,0.0
11888,악마에,1.0,0.0,0.0
11889,비유하여,1.0,0.0,0.0
11890,악명,1.0,0.0,0.0
11891,높은,1.0,0.0,0.0
11892,악명높은,1.0,0.0,0.0
11893,악의의,1.0,0.0,0.0
11894,악의적,1.0,0.0,0.0
11895,악지를,1.0,0.0,0.0
11896,악지를,1.0,0.0,0.0
11897,부려,1.0,0.0,0.0
11898,악취,1.0,0.0,0.0
11899,악한,1.0,0.0,0.0
11900,마음을,1.0,0.0,0.0
11901,안,1.0,0.0,0.0
11902,되거나,1.0,0.0,0.0
11903,안,1.0,0.0,0.0
11904,되어,1.0,0.0,0.0
11905,안구,1.0,0.0,0.0
11906,테러,1.0,0.0,0.0
11907,안궁,1.0,0.0,0.0
11908,안달,1.0,0.0,0.0
11909,안달복달,1.0,0.0,0.0
11910,안달복달하다,1.0,0.0,0.0
11911,안달이,1.0,0.0,0.0
11912,나서,1.0,0.0,0.0
11913,안되고,1.0,0.0,0.0
11914,애처롭게,1.0,0.0,0.0
11915,안물,1.0,0.0,0.0
11916,안색이,1.0,0.0,0.0
11917,흙빛과,1.0,0.0,0.0
11918,안습,1.0,0.0,0.0
11919,안쓰러워하다,1.0,0.0,0.0
11920,안쓰럽다,1.0,0.0,0.0
11921,안에서,1.0,0.0,0.0
11922,비정상적으로,1.0,0.0,0.0
11923,안장서,1.0,0.0,0.0
11924,죽기만을,1.0,0.0,0.0
11925,안전하지,1.0,0.0,0.0
11926,못한,1.0,0.0,0.0
11927,안절부절,1.0,0.0,0.0
11928,안절부절못하는,1.0,0.0,0.0
11929,안절부절못하다,1.0,0.0,0.0
11930,안절부절하다,1.0,0.0,0.0
11931,안정감이,1.0,0.0,0.0
11932,없는,1.0,0.0,0.0
11933,안정감이,1.0,0.0,0.0
11934,없다,1.0,0.0,0.0
11935,안정되지,1.0,0.0,0.0
11936,못하고,1.0,0.0,0.0
11937,안정되지,1.0,0.0,0.0
11938,못하여,1.0,0.0,0.0
11939,안정되지,1.0,0.0,0.0
11940,못한,1.0,0.0,0.0
11941,안정되지,1.0,0.0,0.0
11942,아니함,1.0,0.0,0.0
11943,안타깝게,1.0,0.0,0.0
11944,애쓰며,1.0,0.0,0.0
11945,않고,1.0,0.0,0.0
11946,대충대충,1.0,0.0,0.0
11947,않아,1.0,0.0,0.0
11948,느슨하다,1.0,0.0,0.0
11949,않아,1.0,0.0,0.0
11950,싱겁게,1.0,0.0,0.0
11951,않아,1.0,0.0,0.0
11952,언짢은,1.0,0.0,0.0
11953,않으나,1.0,0.0,0.0
11954,쓰리다,1.0,0.0,0.0
11955,알기,1.0,0.0,0.0
11956,어렵다,1.0,0.0,0.0
11957,알리지,1.0,0.0,0.0
11958,않거나,1.0,0.0,0.0
11959,알못,1.0,0.0,0.0
11960,알아듣기,1.0,0.0,0.0
11961,어려울,1.0,0.0,0.0
11962,알아듣지,1.0,0.0,0.0
11963,못하도록,1.0,0.0,0.0
11964,알아듣지,1.0,0.0,0.0
11965,못한,1.0,0.0,0.0
11966,알아듣지,1.0,0.0,0.0
11967,못할,1.0,0.0,0.0
11968,알아들을,1.0,0.0,0.0
11969,수,1.0,0.0,0.0
11970,없는,1.0,0.0,0.0
11971,알아차리지,1.0,0.0,0.0
11972,못하다,1.0,0.0,0.0
11973,알알한,1.0,0.0,0.0
11974,알알한,1.0,0.0,0.0
11975,듯하다,1.0,0.0,0.0
11976,알알한,1.0,0.0,0.0
11977,모양,1.0,0.0,0.0
11978,알지,1.0,0.0,0.0
11979,못하는,1.0,0.0,0.0
11980,알지,1.0,0.0,0.0
11981,못하여,1.0,0.0,0.0
11982,알지,1.0,0.0,0.0
11983,못함을,1.0,0.0,0.0
11984,알짝지근하다,1.0,0.0,0.0
11985,알짤지근한,1.0,0.0,0.0
11986,알짤지근한,1.0,0.0,0.0
11987,모양,1.0,0.0,0.0
11988,앍은,1.0,0.0,0.0
11989,자국이,1.0,0.0,0.0
11990,앓는,1.0,0.0,0.0
11991,병,1.0,0.0,0.0
11992,앓아서,1.0,0.0,0.0
11993,앓을,1.0,0.0,0.0
11994,암담한,1.0,0.0,0.0
11995,암담한,1.0,0.0,0.0
11996,상태나,1.0,0.0,0.0
11997,암으로,1.0,0.0,0.0
11998,말미암아,1.0,0.0,0.0
11999,압력을,1.0,0.0,0.0
12000,가하여,1.0,0.0,0.0
12001,압박감을,1.0,0.0,0.0
12002,압박감을,1.0,0.0,0.0
12003,주다,1.0,0.0,0.0
12004,압박하여,1.0,0.0,0.0
12005,앙칼지게,1.0,0.0,0.0
12006,앙큼하게,1.0,0.0,0.0
12007,앙큼하게,1.0,0.0,0.0
12008,하다,1.0,0.0,0.0
12009,앞뒤,1.0,0.0,0.0
12010,생각,1.0,0.0,0.0
12011,없이,1.0,0.0,0.0
12012,앞뒤를,1.0,0.0,0.0
12013,가리지,1.0,0.0,0.0
12014,않고,1.0,0.0,0.0
12015,앞뒤를,1.0,0.0,0.0
12016,고려하지,1.0,0.0,0.0
12017,않고,1.0,0.0,0.0
12018,앞뒤를,1.0,0.0,0.0
12019,헤아리지,1.0,0.0,0.0
12020,아니하고,1.0,0.0,0.0
12021,앞뒤를,1.0,0.0,0.0
12022,헤아리지,1.0,0.0,0.0
12023,않고,1.0,0.0,0.0
12024,앞으로,1.0,0.0,0.0
12025,나가지,1.0,0.0,0.0
12026,못하고,1.0,0.0,0.0
12027,앞으로,1.0,0.0,0.0
12028,나아가지,1.0,0.0,0.0
12029,못하고,1.0,0.0,0.0
12030,앞잡이,1.0,0.0,0.0
12031,앞잡이,1.0,0.0,0.0
12032,노릇,1.0,0.0,0.0
12033,앞잡이,1.0,0.0,0.0
12034,노릇을,1.0,0.0,0.0
12035,애가,1.0,0.0,0.0
12036,쓰이다,1.0,0.0,0.0
12037,애가,1.0,0.0,0.0
12038,자꾸,1.0,0.0,0.0
12039,타는,1.0,0.0,0.0
12040,애가,1.0,0.0,0.0
12041,자꾸,1.0,0.0,0.0
12042,타다,1.0,0.0,0.0
12043,애가,1.0,0.0,0.0
12044,타는,1.0,0.0,0.0
12045,애가,1.0,0.0,0.0
12046,타다,1.0,0.0,0.0
12047,애가,1.0,0.0,0.0
12048,타서,1.0,0.0,0.0
12049,애가,1.0,0.0,0.0
12050,탐,1.0,0.0,0.0
12051,애를,1.0,0.0,0.0
12052,먹는,1.0,0.0,0.0
12053,애를,1.0,0.0,0.0
12054,먹다,1.0,0.0,0.0
12055,애를,1.0,0.0,0.0
12056,써,1.0,0.0,0.0
12057,애를,1.0,0.0,0.0
12058,써서,1.0,0.0,0.0
12059,애를,1.0,0.0,0.0
12060,쓰는,1.0,0.0,0.0
12061,애를,1.0,0.0,0.0
12062,쓰다,1.0,0.0,0.0
12063,애를,1.0,0.0,0.0
12064,태우다,1.0,0.0,0.0
12065,애쓰는,1.0,0.0,0.0
12066,애쓰는,1.0,0.0,0.0
12067,모양,1.0,0.0,0.0
12068,애쓰다,1.0,0.0,0.0
12069,애옥살림하다,1.0,0.0,0.0
12070,애타는,1.0,0.0,0.0
12071,애타는,1.0,0.0,0.0
12072,마음,1.0,0.0,0.0
12073,야금야금,1.0,0.0,0.0
12074,빼앗다,1.0,0.0,0.0
12075,야단스러워지는,1.0,0.0,0.0
12076,야단스러워지는,1.0,0.0,0.0
12077,모양,1.0,0.0,0.0
12078,야단스럽게,1.0,0.0,0.0
12079,야단스럽게,1.0,0.0,0.0
12080,떠들어,1.0,0.0,0.0
12081,야단스럽게,1.0,0.0,0.0
12082,부르짖으며,1.0,0.0,0.0
12083,야단스럽게,1.0,0.0,0.0
12084,울기도,1.0,0.0,0.0
12085,야단스럽고,1.0,0.0,0.0
12086,야단스럽고,1.0,0.0,0.0
12087,부산하게,1.0,0.0,0.0
12088,야물지,1.0,0.0,0.0
12089,못하고,1.0,0.0,0.0
12090,야위거나,1.0,0.0,0.0
12091,야위거나,1.0,0.0,0.0
12092,메말라,1.0,0.0,0.0
12093,야위고,1.0,0.0,0.0
12094,야위다,1.0,0.0,0.0
12095,야위어,1.0,0.0,0.0
12096,야윈,1.0,0.0,0.0
12097,야윈,1.0,0.0,0.0
12098,데가,1.0,0.0,0.0
12099,야윈,1.0,0.0,0.0
12100,모양,1.0,0.0,0.0
12101,야필패,1.0,0.0,0.0
12102,약간,1.0,0.0,0.0
12103,다급하게,1.0,0.0,0.0
12104,약간,1.0,0.0,0.0
12105,머뭇거리다,1.0,0.0,0.0
12106,약간,1.0,0.0,0.0
12107,쉰,1.0,0.0,0.0
12108,약간,1.0,0.0,0.0
12109,시들어,1.0,0.0,0.0
12110,약간,1.0,0.0,0.0
12111,움츠러드는,1.0,0.0,0.0
12112,약간,1.0,0.0,0.0
12113,짓무르고,1.0,0.0,0.0
12114,약간,1.0,0.0,0.0
12115,차갑게,1.0,0.0,0.0
12116,약빠르고,1.0,0.0,0.0
12117,약빠르고,1.0,0.0,0.0
12118,밉다,1.0,0.0,0.0
12119,약빠르지,1.0,0.0,0.0
12120,약빠르지,1.0,0.0,0.0
12121,못하다,1.0,0.0,0.0
12122,약점을,1.0,0.0,0.0
12123,약점을,1.0,0.0,0.0
12124,잡아,1.0,0.0,0.0
12125,약하거나,1.0,0.0,0.0
12126,약하고,1.0,0.0,0.0
12127,약하다,1.0,0.0,0.0
12128,약하면,1.0,0.0,0.0
12129,약하면,1.0,0.0,0.0
12130,피는,1.0,0.0,0.0
12131,약하여,1.0,0.0,0.0
12132,약하여서,1.0,0.0,0.0
12133,약하여져서,1.0,0.0,0.0
12134,약하여지는,1.0,0.0,0.0
12135,약하여지는,1.0,0.0,0.0
12136,병,1.0,0.0,0.0
12137,약하여지는,1.0,0.0,0.0
12138,증상,1.0,0.0,0.0
12139,약하여진,1.0,0.0,0.0
12140,증상,1.0,0.0,0.0
12141,약한,1.0,0.0,0.0
12142,약한,1.0,0.0,0.0
12143,상태에,1.0,0.0,0.0
12144,약한,1.0,0.0,0.0
12145,자는,1.0,0.0,0.0
12146,약해져서,1.0,0.0,0.0
12147,약해지다,1.0,0.0,0.0
12148,약해진,1.0,0.0,0.0
12149,약해진,1.0,0.0,0.0
12150,눈,1.0,0.0,0.0
12151,얄망궂고,1.0,0.0,0.0
12152,얌치없이,1.0,0.0,0.0
12153,얌치없이,1.0,0.0,0.0
12154,태연하다,1.0,0.0,0.0
12155,양기가,1.0,0.0,0.0
12156,부족하여,1.0,0.0,0.0
12157,양기가,1.0,0.0,0.0
12158,허하여,1.0,0.0,0.0
12159,양보하지,1.0,0.0,0.0
12160,아니하다,1.0,0.0,0.0
12161,양보하지,1.0,0.0,0.0
12162,않고,1.0,0.0,0.0
12163,양심에,1.0,0.0,0.0
